id_str,favorite_count,retweet_count,text
332,831939777352105984,24095,6162,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collec… https://t.co/Q8LolvMddM
333,835574547218894848,17808,3626,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q
334,832682457690300416,11920,2929,Prosperous good boy 13/10 socioeconomic af https://t.co/8YlD5lxPbQ
335,826476773533745152,18541,4231,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later… https://t.co/qeIgYo9OLq
336,832215726631055360,0,9386,RT @dog_rates: This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3
337,832998151111966720,13292,2212,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who wi… https://t.co/vhXGKjOSMz"
338,833124694597443584,20263,4858,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then… https://t.co/qZPvwdZ3YH
339,831262627380748288,11963,2063,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY
340,833863086058651648,13474,2418,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ
341,825147591692263424,18460,4595,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD
342,836001077879255040,19098,4266,Atlas is back and this time he's prettier than the sunset. Seems to be aware of it too. 13/10 would give modeling c… https://t.co/1HkizgFqcy
343,834167344700198912,15863,3669,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 w… https://t.co/Lylt4DHCx5
344,826115272272650240,15786,3169,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm
345,824796380199809024,0,5553,RT @dog_rates: This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E
346,834089966724603904,10087,2144,DOGGO ON THE LOOSE I REPEAT DOGGO ON THE LOOSE 10/10 https://t.co/ffIH2WxwF0
347,829501995190984704,31925,10675,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enoug… https://t.co/hzjGiTmhgj
348,831911600680497152,27739,6540,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team… https://t.co/qHzbzFI7ui
349,834477809192075264,0,10675,RT @dog_rates: This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me…
350,835246439529840640,2101,73,"@jonnysun @Lin_Manuel ok jomny I know you're excited but 960/00 isn't a valid rating, 13/10 is tho"
351,828801551087042560,0,3443,"RT @dog_rates: This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https…"
352,836753516572119040,19329,4636,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo… https://t.co/zOUjCf39ZY
353,834931633769889792,10813,1649,This is Tucker. He decided it was time to part ways with his favorite ball. We captured the emotional farewell on c… https://t.co/IUY7Kq26wm
354,825876512159186944,10561,1894,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer https://t.co/feNwTq12S5
355,833479644947025920,14884,2062,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu
356,825026590719483904,6364,1275,Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance… https://t.co/HGMMHsgGXm
357,836380477523124224,14765,2991,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap fo… https://t.co/WiqIifrlvl"
358,832757312314028032,16920,3641,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquanc… https://t.co/FHSgdKvLFe
359,835536468978302976,0,1699,"RT @dog_rates: Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help

https://…"
360,832645525019123712,2940,532,"There's going to be a dog terminal at JFK Airport. This is not a drill. 10/10  
https://t.co/dp5h9bCwU7"
361,834786237630337024,21401,5506,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to… https://t.co/7qhRRXg79X
362,826615380357632000,0,4027,"RT @dog_rates: Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https:/…"
363,831670449226514432,10491,1832,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg
364,828708714936930304,36725,11262,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/… https://t.co/WKw8mEljj2
365,834574053763584000,13687,2540,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg
366,835172783151792128,26217,5775,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 wo… https://t.co/faYkZD4RKp
367,835264098648616960,7749,1699,Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help… https://t.co/jzpoQR1MY0
368,836648853927522304,0,555,"RT @SchafeBacon2016: @dog_rates Slightly disturbed by the outright profanity, but confident doggos were involved. 11/10, would tailgate aga…"
369,825829644528148480,12833,2516,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM
370,828408677031882752,7725,1304,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  d… https://t.co/Mt5tdEUlgy
371,830097400375152640,9860,2970,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more… https://t.co/1hPFQL9xpK"
372,833826103416520704,18098,3789,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own… https://t.co/qXD4qK1Vok
373,832040443403784192,0,9680,RT @dog_rates: This is Klein. These pics were taken a month apart. He knows he's a stud now. 12/10 total heartthrob https://t.co/guDkLrX8zV
374,827324948884643840,15971,3078,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a s… https://t.co/oIRnxBH7mJ"
375,828011680017821696,10412,2167,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simul… https://t.co/RdsPvrhDUl
376,830583320585068544,67210,16883,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5
377,831926988323639296,337,34,@UNC can confirm 12/10
378,827653905312006144,15597,3038,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give mor… https://t.co/0UTrm0dQfI
379,831552930092285952,9018,2326,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/… https://t.co/IiB5fchBNM
380,826958653328592896,21721,5054,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR
381,835152434251116544,22438,3021,When you're so blinded by your systematic plagiarism that you forget what day it is. 0/10 https://t.co/YbEJPkg4Ag
382,833722901757046784,20864,3230,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10… https://t.co/c7KSbGR413
383,825120256414846976,0,1275,"RT @dog_rates: Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https:/…"
384,823581115634085888,13159,2654,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U
385,813202720496779264,9387,1843,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn
386,819952236453363712,5397,1194,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:… https://t.co/3UFtdZEa0l"
387,821813639212650496,0,3399,RT @dog_rates: Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG
388,824025158776213504,4874,604,"""I wish we were dogs"" 14/10 for @BadlandsNPS https://t.co/50qq2DItPW"
389,813130366689148928,4551,456,I've been informed by multiple sources that this is actually a dog elf who's tired from helping Santa all night. Pupgraded to 12/10
390,815966073409433600,22750,8603,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k
391,819015331746349056,0,19236,RT @dog_rates: This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb
392,823333489516937216,707,25,@HistoryInPics 13/10
393,813142292504645632,8609,2432,Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10 https://t.co/KK4XQK9SPi
394,819711362133872640,13554,3164,This is Howie. He just bloomed. 11/10 revolutionary af https://t.co/m5fYxrO3IU
395,821765923262631936,8508,1678,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52
396,813187593374461952,20202,4451,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ
397,821421320206483456,0,5670,RT @dog_rates: This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co…
398,816014286006976512,0,5375,RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r
399,815390420867969024,10523,3873,Happy New Year from the squad! 13/10 for all https://t.co/9njRxyUd5L
400,813157409116065792,7891,2257,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV
401,817908911860748288,4929,818,"Looks like he went cross-eyed trying way too hard to use the force. 12/10 
https://t.co/bbuKxk0fM8"
402,814578408554463232,0,5945,RT @dog_rates: Meet Beau &amp; Wilbur. Wilbur stole Beau's bed from him. Wilbur now has so much room for activities. 9/10 for both pups https:/…
403,820013781606658048,0,1194,"RT @dog_rates: This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://…"
404,819227688460238848,23359,6833,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT
405,817415592588222464,5683,968,Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel… https://t.co/dEyZso9D3z
406,817120970343411712,12388,2646,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T
407,817056546584727552,8717,1673,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH
408,824663926340194304,10610,1790,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM
409,816829038950027264,0,4787,RT @dog_rates: This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI
410,814530161257443328,8792,1902,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G
411,821044531881721856,12808,2314,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in… https://t.co/8whqFhaex4
412,818259473185828864,11177,2306,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib
413,818627210458333184,22690,7654,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG
414,820837357901512704,0,6833,RT @dog_rates: This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5…
415,817502432452313088,0,3447,RT @dog_rates: Meet Herschel. He's slightly bigger than ur average pupper. Looks lonely. Could probably ride 7/10 would totally pet https:/…
416,823719002937630720,0,11335,RT @dog_rates: This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever https://t.co/T7Jr4Gw4sC
417,819004803107983360,88034,37390,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1
418,818646164899774464,0,21334,RT @dog_rates: This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10 https://t.co/hfi264QwYM
419,821149554670182400,8746,2021,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2
420,822489057087389696,18358,6493,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E
421,822462944365645824,28344,14501,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed… https://t.co/q5ulLHbQ5h"
422,813944609378369536,0,3242,RT @dog_rates: This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7
423,819015337530290176,0,37390,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1
424,820078625395449856,20050,6385,I've never wanted to go to a camp more in my entire life. 12/10 for all on board https://t.co/wJZlpGFEbD
425,815639385530101760,8349,1678,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm https://t.co/bLZuOh9sKy
426,816697700272001024,9943,2235,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF
427,816450570814898176,30894,8226,Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John https://t.co/LIhmM7i70k
428,817423860136083456,34329,14969,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ
429,822872901745569792,132913,43792,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc
430,821153421864615936,259,10,@imgur for a polar bear tho I'd say 13/10 is appropriate
431,819924195358416896,13052,4939,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E
432,822244816520155136,35319,10010,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5
433,818588835076603904,0,6251,RT @dog_rates: This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb
434,814153002265309184,29206,8840,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning https://t.co/YIJo7X7K9J
435,821522889702862848,8119,1789,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himse… https://t.co/REgCuirOhe
436,813217897535406080,18936,7438,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81
437,819588359383371776,9759,2018,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO
438,814638523311648768,11446,2748,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv
439,819238181065359360,2302,412,"Some happy pupper news to share. 10/10 for everyone involved 
https://t.co/MefMAZX2uv"
440,822163064745328640,0,4837,RT @dog_rates: This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https:…
441,822975315408461824,17472,3494,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would… https://t.co/NXORbtoMpr
442,818145370475810816,12459,2613,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z
443,817827839487737856,52396,27504,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA
444,821107785811234816,9708,2166,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 1… https://t.co/NmJVp6Ls4N
445,819347104292290560,7308,1227,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultan… https://t.co/YGAv4jBs5A
446,823939628516474880,10718,2738,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw
447,817171292965273600,8899,2060,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw
448,821886076407029760,11445,2349,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV
449,816336735214911488,8728,1981,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY
450,817181837579653120,0,8603,RT @dog_rates: Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k
451,813172488309972992,9436,1964,This is Eleanor. She winks like she knows many things that you don't. 12/10 https://t.co/bxGwkJa2kE
452,818536468981415936,11044,2502,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/1… https://t.co/rAtJLcwXVk
453,814986499976527872,7770,1300,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8
454,816091915477250048,9064,2182,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi
455,820314633777061888,3386,572,We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10… https://t.co/mtNwAQQEQ4
456,820494788566847488,0,572,"RT @dog_rates: We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t…"
457,815990720817401856,5029,1041,Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!… https://t.co/bcVPkqufuu
458,818307523543449600,0,8226,RT @dog_rates: Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John https://t.co/LIhmM7i…
459,821407182352777216,11913,4400,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG
460,823699002998870016,14126,2552,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his bell… https://t.co/RsMs6iThDO
461,813910438903693312,9439,1903,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf
462,824775126675836928,15046,3561,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 wo… https://t.co/OEJq2JR8Ix
463,818614493328580608,9974,2608,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8
464,816816676327063552,10159,2077,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9
465,816062466425819136,0,1041,"RT @dog_rates: Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://…"
466,823322678127919104,15886,4083,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7
467,817536400337801216,11939,3019,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/1… https://t.co/tFqQLwSBiH"
468,815736392542261248,9993,2308,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0
469,820749716845686784,31942,10038,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1
470,823269594223824896,0,10010,RT @dog_rates: We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5
471,819006400881917952,45868,19236,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb
472,817777686764523520,10892,2737,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Appl… https://t.co/X67OOW0q2I"
473,822859134160621568,13407,2310,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you… https://t.co/b2odGgBYBP
474,813800681631023104,8452,1799,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1
475,815745968457060352,0,4211,RT @dog_rates: Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets h…
476,813127251579564032,12041,3191,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA
477,820690176645140480,12353,3281,The floofs have been released I repeat the floofs have been released. 84/70 https://t.co/NIYC820tmd
478,822610361945911296,14965,2997,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs.… https://t.co/irJJJr0gHz
479,824297048279236608,15200,3915,This is Nala. She got in trouble. One h*ck of a pupnishment. Still 11/10 would pet https://t.co/EmJbG0skLt
480,820446719150292992,0,2602,RT @dog_rates: This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg
481,813812741911748608,37015,14237,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was… https://t.co/2LqNkbHRgt"
482,824325613288833024,11930,10633,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS
483,822647212903690240,0,6493,RT @dog_rates: This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E
484,805932879469572096,8431,1960,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talen… https://t.co/3P9dKV5Me1
485,803380650405482496,7916,1901,Meet Sonny. He's an in-home movie critic. That is his collection. He's very proud of it. 12/10 https://t.co/yPbCALoy2n
486,807106840509214720,120513,56667,This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d
487,799063482566066176,8212,2519,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm
488,801115127852503040,8225,2152,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's… https://t.co/A1hx5HKfQ6
489,812709060537683968,6730,1462,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp
490,811627233043480576,12988,3149,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn
491,800751577355128832,10751,2864,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG
492,805487436403003392,8955,2571,"Meet Sansa and Gary. They run along the fence together everyday, so the owners installed a window for them. Both 12… https://t.co/N83oNm5L9L"
493,804475857670639616,6250,2063,"HE'S TRYING TO BE HIS OWN PERSON LET HIM GO 13/10
https://t.co/LEZ8jR5txd"
494,802265048156610560,6894,1406,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze"
495,811744202451197952,7675,1634,This is Halo. She likes watermelon. 13/10 https://t.co/TZkiQZqwA6
496,809084759137812480,13472,3603,This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pups… https://t.co/ySn6zB6mwQ
497,813096984823349248,10745,3690,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu
498,813081950185472000,10051,2831,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly https://t.co/PjulYEXTvg
499,799774291445383168,0,4802,RT @dog_rates: This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT
500,805207613751304192,7981,1755,This is Shooter. He's doing quite the snowy zoom. 12/10 https://t.co/lHy4Xbyhd9
501,805520635690676224,5853,1689,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest re… https://t.co/WNdOIm4bXy
502,798701998996647936,0,7967,RT @dog_rates: We normally don't rate marshmallows but this one appears to be flawlessly toasted so I'll make an exception. 10/10 https://t…
503,802185808107208704,0,279,"RT @ChinoChinako: They're good products, Brent

Mug holds drinks; hoodie is comfy af. 13/10 

Puppy Aika h*cking agrees. @dog_rates https:/…"
504,807059379405148160,0,7507,RT @dog_rates: This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX
505,806542213899489280,10417,2404,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h
506,809448704142938112,7060,1499,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo"
507,800855607700029440,0,1642,RT @Lin_Manuel: 11/10 would recommend. https://t.co/pnUF69K4xk
508,808838249661788160,10296,3111,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13
509,805958939288408064,0,5486,"RT @dog_rates: This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6"
510,804413760345620480,0,3307,RT @dog_rates: This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ
511,807010152071229440,13314,3946,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop tha… https://t.co/IARUfU6khr
512,811985624773361664,7387,1432,Say hello to Ted. He accidentally opened the front facing camera. 11/10 h*ckin unpupared https://t.co/sIB5C6FDop
513,809808892968534016,0,5001,RT @dog_rates: This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR
514,798933969379225600,13344,4570,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL
515,806629075125202944,76128,35436,"""Good afternoon class today we're going to learn what makes a good boy so good"" 13/10 https://t.co/f1h2Fsalv9"
516,800513324630806528,13384,3058,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm
517,802952499103731712,9171,2055,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh
518,801167903437357056,24955,6065,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey
519,807621403335917568,14842,3701,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10… https://t.co/gJQnfSziJE
520,803773340896923648,10249,2806,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt
521,802323869084381184,16522,5966,This is Severus. He's here to fix your cable. Looks like he succeeded. Even offered to pupgrade your plan. 13/10 h*… https://t.co/8Cbu9eKkfG
522,812372279581671424,13887,3735,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af https://t.co/gCnAeL2mvT
523,806620845233815552,0,5652,RT @dog_rates: Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.c…
524,804026241225523200,45332,16527,This is Bo. He's going to make me cry. 13/10 please get off the bus for him Carly https://t.co/U7FvBZo6Bq
525,810896069567610880,9173,1808,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, every… https://t.co/PqJcGVZBx9"
526,812466873996607488,8099,1974,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable https://t.co/BAJrfPvtux
527,812781120811126784,7708,1945,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 https://t.co/lXFM1l22bG
528,806242860592926720,0,11894,RT @dog_rates: This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu
529,799757965289017344,8553,2217,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1
